,Top_X,Top_Y,Mid_X,Mid_Y,label
0,0.1034365109474511,0.05686989346401746,0.004954006567411755,0.010087167351619781,1
1,0.0842716820309067,0.04635203708743564,0.003024533883529826,0.006095297080769358,1
2,0.0011690158594138279,0.002125548967231363,0.0026345806287079647,0.005538360809272555,1
3,0.00135641037609111,0.0018612047646090505,0.0023588405931216716,0.004819521582042475,1
4,0.0014188134303242902,0.0019013973570147804,0.002413453945102402,0.004692833292374553,1
5,0.0016074884772182888,0.0009950254340300693,0.0028499873655051717,0.004785325315408675,1
6,0.0008124967025363113,0.0014180513267217792,0.0030759699642308783,0.005360139588510511,1
7,0.0016386534670836269,0.002283126235324548,0.0029623842027341886,0.005275939608483309,1
8,0.0012936480886350406,0.001926091863768409,0.0025998575459550244,0.004739678867349088,1
9,0.0012436395103985795,0.00210880770657005,0.0026524182097468047,0.0052334445061418084,1
10,0.0012429499403370258,0.002312945404916593,0.0026008466491089202,0.004970375376162479,1
11,0.0015421601367942139,0.0020520173116372552,0.0028176155656857334,0.005437390678561221,1
12,0.0013028932666176154,0.0019057419951254955,0.00218055064086889,0.0041126619916843484,1
13,0.0012836686537498778,0.0014444666600330613,0.0028825904749660335,0.0054854163069444056,1
14,0.0015482633308206318,0.0020675044544540065,0.0027181879908057868,0.00531920584774285,1
15,0.0015101394842870497,0.001485595614197378,0.0029121805593790443,0.005655517405742305,1
16,0.0014194175663662899,0.0013919835298766992,0.002600187288812075,0.005750811564326668,1
17,0.001323134865029348,0.0011797359609752225,0.0025653328798883926,0.0052101398883287915,1
18,0.0012566694501721185,0.0012239728921964556,0.002624799946652155,0.005023573916648418,1
19,0.001375864860815314,0.0011797359609752223,0.0025922618836694312,0.0054649164594953205,1
20,0.0014610864664869909,0.0014172179141744808,0.002507191303122419,0.0053963861043079195,1
21,0.0014924363487747287,0.0013232328516115809,0.0027514181403895635,0.005403824872386029,1
22,0.0016360353898929498,0.0011233052767620694,0.0025286425057351888,0.005082262791814906,1
23,0.0016207671471882303,0.0014824110540201962,0.0028529939992830537,0.005346014185807806,1
24,0.0012100969816818202,0.001543325160808594,0.0028655874128789877,0.005288018343029773,1
25,0.0002898606637499706,0.0019858906854972646,0.0025082169490246425,0.004742420078837268,1
26,0.0006211299937499368,0.00151395524752001,0.0023570226039551583,0.004668854694546645,1
27,0.000917554751247223,0.001881408393340762,0.0027715980642769953,0.005025690145310696,1
28,4.440892098500627e-17,0.0014054982500212674,0.002614654805722242,0.0048388491656216285,1
29,0.0004917006684204316,0.0012861043006738284,0.0028493856580424286,0.00556857066095504,1
30,0.0032343853025455,0.003799686585423597,0.0026775113847308904,0.004828338683475314,1
31,0.0010277360685564075,0.001921178356111802,0.002674948559176177,0.005638570586670852,1
32,0.0004057204129667866,0.0014728160596482066,0.0025773360626232316,0.005067362859674339,1
33,0.000973764209269245,0.0016289848625508062,0.002612030308392606,0.005321204505683322,1
34,0.000949694918885777,0.0012383674233587911,0.002534399818833046,0.004652884951757479,1
35,0.0004099248818736782,0.0011666441621738025,0.003231998791236926,0.005624724315865597,1
36,0.0004917006684204316,0.0016187990600983946,0.0027709793349324657,0.004599765753877937,1
37,6.080941944488117e-17,0.0014172179141744951,0.0025853072241172246,0.004749639325675965,1
38,0.0002898606637499706,0.0011716967807140794,0.002512315345465561,0.004915399588954368,1
39,0.00028986066374997053,0.0011148592526050512,0.00246129155206213,0.004503464324969842,1
40,6.080941944488117e-17,0.0012722499902956097,0.002412743374221371,0.00468930730754285,1
41,0.0007510851774323394,0.000993837343535865,0.0030352863065883848,0.0053455721655345486,1
42,0.0005707790743489802,0.0015871054129081724,0.0023722504118370187,0.004486642641532394,1
43,0.0002898606637499706,0.0013444909648753227,0.002436082780639644,0.004834696589788442,1
44,0.0002898606637499706,0.0012943457084003639,0.002551593815906393,0.005274819808065636,1
45,0.0002898606637499706,0.0018064419487428013,0.0026579074248902525,0.005321870558195247,1
46,0.00040572041296679155,0.0014263586697673223,0.0026120303083926122,0.005107307859604603,1
47,0.0007002840889329261,0.0016775792713669996,0.0023970575240620687,0.0045168242519774355,1
48,0.00028986066374997406,0.0013142738261036366,0.002652418209746807,0.0046559310306119065,1
49,0.0006211299937499368,0.0012952581834579327,0.0028054180384339167,0.004988644951277408,1
50,0.0008842471397269063,0.0015743993963912924,0.0022804861946415385,0.004380313408610856,1
51,0.00028986066374997406,0.0015069153761411598,0.0025663352893880264,0.004956807772067125,1
52,0.0004986263710309749,0.0016318834144205506,0.002294354017289612,0.004560815683355623,1
53,0.0004986263710309749,0.001476821549937286,0.0022110056429961427,0.005813744226242358,1
54,0.0011557395390096163,0.0013885842976235979,0.0022179743350389893,0.004474512994800967,1
55,0.0011482974813279547,0.001319656540067499,0.0021588176919694964,0.004524142337961966,1
56,0.0012593954174754945,0.0017158771531018376,0.002776234138993516,0.004909868154340378,1
57,0.0004099248818736782,0.0016078140945304867,0.002431503342543688,0.004821482331343306,1
58,6.080941944488117e-17,0.0014671900022953886,0.002647241492034074,0.005123705977996826,1
59,6.080941944488117e-17,0.0016085487594509477,0.00245675910396697,0.0038334292199179985,1
60,0.0004986263710309749,0.0016484511834894636,0.002526268033745926,0.004922125119293624,1
61,0.0012015650516672871,0.0035124003931412935,0.0024511692011517537,0.005003070890611484,1
62,0.0014640174352631443,0.0022460845999751986,0.0023628352455906105,0.004358682099079019,1
63,0.09276406345004545,0.04640189256129884,0.0024914118605692094,0.004843729991116682,1
64,0.0012339504628857596,0.001935881466164626,0.0023148148148148195,0.005046101266940587,1
65,0.045463679559864974,0.02293699762639875,0.0023170359713931502,0.004892511928229101,1
66,0.001382082085707064,0.0013602165400835307,0.002617276671315295,0.005076680441983626,1
67,0.001283000598199174,0.0021205404668281098,0.0027563992137414426,0.005908086157258379,1
68,0.0012936480886350415,0.0014824110540202025,0.0024240875137561454,0.004864904601982401,1
69,0.0014469351744901943,0.0010847804304238784,0.0024251483062423737,0.00439700447955137,1
70,0.0013127265628479527,0.002150416498102613,0.0023852254424944117,0.0045657349603090685,1
71,0.001519195874221755,0.0014071784637114976,0.0025985381560979363,0.004541605605342709,1
72,0.0015504767176988503,0.0007898218315036888,0.0023088812842232747,0.0049796371744750805,1
73,0.04545670168847561,0.022654009772889436,0.0024152294576982466,0.00489661547399724,1
74,0.0012505142974914198,0.0011337743313395844,0.0025266073806523856,0.0052918152016623345,1
75,0.08910049080828394,0.045276847407401496,0.002563995724269856,0.005076447710856357,1
