,Top_X,Top_Y,Mid_X,Mid_Y,label
0,0.013201768597483782,0.009341757382949437,0.038020214282687946,0.08202443559102657,0
1,0.0061883447241762556,0.007891184572093767,0.00264853662004308,0.01325730529433854,0
2,0.12888940107390784,0.04938243375639868,0.08009217512201197,0.09819590724861231,0
3,0.007370044660586518,0.0069644995016245465,0.05315710016233052,0.05453929316607267,0
4,0.0053643005289235185,0.0036043714269956848,0.016130256823286636,0.019257544614375663,0
5,0.009279607271383373,0.005710402407201606,0.006783315891626802,0.03234586103194535,0
6,0.006267225918483059,0.0040858578541766305,0.01067082930608306,0.038657712226097464,0
7,0.006880072016083993,0.00358465011488217,0.011917497596861237,0.026788483968786584,0
8,0.00615166120069374,0.017641809979627315,0.020522579488491552,0.045370846422608975,0
9,0.0075938345867643565,0.024684301586261503,0.011512130537823581,0.028331600451103764,0
10,0.015855031699064066,0.008631009727864711,0.0032144435696208865,0.007885343298893134,0
11,0.0015860113804022375,0.0029182302947043217,0.0028670829442228366,0.005199925475691071,0
12,0.005059488363122383,0.005884441695205433,0.006991568506302892,0.017136585741870197,0
13,0.08811251419492208,0.03740678395454903,0.005440001966835762,0.013010283848644746,0
14,0.06411805384236359,0.02839229474269637,0.0048379075843011585,0.011689811860045113,0
15,0.08727684654240683,0.038769043738051484,0.0068506004863310805,0.017982282290368773,0
16,0.0021012603181315205,0.002360973654523386,0.006768765512035948,0.01843338540644483,0
17,0.06269228309286905,0.02774474353730542,0.04574745040007143,0.04662270636269661,0
18,0.13175055930258212,0.056374327000874365,0.04795314857401822,0.050940864191849705,0
19,0.0013895060357262201,0.002789055033038192,0.005081806759916228,0.011675552471718368,0
20,0.0037513143558536143,0.004450685467904412,0.06734417822048201,0.06986822595507662,0
21,0.10407540858509101,0.04650698160894008,0.09393253605960955,0.0858548281244994,0
22,0.0015718939150304392,0.0025375255499845073,0.008743212142764712,0.014445893445166743,0
23,0.0008948488465444143,0.0020416272838041554,0.008307882947370851,0.020083650678466528,0
24,0.0019554363038836015,0.002665150009787296,0.0070939462976592985,0.01730508519294175,0
25,0.001671289884054599,0.004499002199816181,0.010501404308730257,0.020462053957848735,0
26,0.0943863837509719,0.034652576234640076,0.17220153201085683,0.21517856478934308,0
27,0.03762828992949098,0.017013144034636545,0.15060709336098588,0.2109889005672357,0
28,0.022893825129954425,0.0056834419401745094,0.15670872169981517,0.13219689266772458,0
29,0.09237488294243332,0.05685917253130914,0.12267431817700088,0.08319332599195096,0
30,0.008010837994693758,0.011273997719295013,0.20730701108499233,0.1968152026840443,0
31,0.009358175346518503,0.007094754312332666,0.16182069684891798,0.16640065412660437,0
32,0.0068891626787488565,0.0035674701260401663,0.13022764836164866,0.18805886466330135,0
33,0.0060138158265456276,0.002774189028113461,0.0676515470955174,0.15960145009787954,0
34,0.004212097998305024,0.0033403360595227823,0.17150077385276943,0.1744173801410688,0
35,0.0033732181700929557,0.006617592695330035,0.08462856592248283,0.1653939274239942,0
36,0.007794184635286987,0.02301546697824841,0.008021426211319833,0.016552888256761468,0
37,0.014940783892407246,0.005786448545307032,0.01649105007300287,0.019664242158286584,0
38,0.040743434254395514,0.01660925050291045,0.021443173057686508,0.02076246294818749,0
39,0.11949673704586687,0.05018293566677927,0.0020943126329810275,0.004060040879975218,0
40,0.0017362037012346953,0.0018427038980679026,0.002046694280051248,0.0036590256638993003,0
